"authorMeta.avatar","authorMeta.name","text","diggCount","shareCount","playCount","commentCount","videoMeta.duration","musicMeta.musicName","musicMeta.musicAuthor","musicMeta.musicOriginal","createTimeISO","webVideoUrl"
"https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/b59156e3c7d4204ea30c48a67a3a4e80~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=0bee9f99&x-expires=1757750400&x-signature=zO%2FJFKbafw4hoYoUMK1XHUCnaE8%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5","amberstravels","Which country do you consider as the safest African country? 🇰🇪 #fyp #travel #nairobi #kenya ","5118","1164","657700","634","15","Jambo Bwana - Haba haba","Fargespill Østfold & Det Norske Blåseensemble","false","2023-04-14T09:29:37.000Z","https://www.tiktok.com/@amberstravels/video/7221835354897140997"
"https://p19-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/a85075746dc3586be2c437b402a110c3~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=8382773d&x-expires=1757750400&x-signature=qEbWsHv93A1COSimMFgHEBoHWKo%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5","_beff_ochieng","End of a beautiful reign ❤️🇰🇪

#model #mrandmissnairobi #pageant #modellife #catwalk ","42400","332","416900","314","50","original sound - Long Syrics","Long Syrics","true","2025-05-13T20:05:46.000Z","https://www.tiktok.com/@_beff_ochieng/video/7504023991624027398"
"https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/e049373b970e0b77e3f12d2b27a9a83f~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=ac457a6c&x-expires=1757750400&x-signature=uZGmk2thU6eXVN0pFGFOTI5wtYI%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5","victormatara","TRM - Thika Road Mall , Roysambu , Nairobi.  #Nairobi #nairobitiktokers #kenyantiktok #tembeakenya #magicalkenya #kenya #traveltiktok #nairobikenya ","3086","244","98900","111","39","Femme","Koffi Olomide","false","2023-09-27T10:29:28.000Z","https://www.tiktok.com/@victormatara/video/7283450918866095366"
"https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/b29b19a65adf2ff8d494d4cf554bb4fb~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=472bbe64&x-expires=1757750400&x-signature=miv0adRCmwzOrhtbWOv645SWRHU%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5","frontpage_eb","Volunteering at a charity school in Kibera located in Nairobi was a truly eye-opening and heartwarming experience. 

My fiancé and I had the joy of teaching English to the children, and their enthusiasm was contagious. Knowing that our time there, along with the booking fees, helps support the school, pay the teachers, and feed the kids made it even more meaningful. Huge thanks to @kcoop.organization for making this possible! 

If you’re ever in Nairobi, don’t miss the chance to volunteer and be part of something impactful. Now more than ever @kcoop.organization is looking to collaborate and partner with tourists to teach in their school. This can be any subject or any skill including art, dancing, or anything you are good at that would be beneficial for the kids & no you don’t have to have prior teaching experience! 

#VolunteerExperience #Kibera #GiveBack #nairobi #kenya #nonprofitexperts #kiberaslums #kenya🇰🇪","159","16","3400","9","67","original sound","Ebony","true","2024-10-09T20:45:25.000Z","https://www.tiktok.com/@frontpage_eb/video/7423879767012789534"
"https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/f98025534d86e8a7a047aa35166774d9~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=c270d124&x-expires=1757750400&x-signature=UqKFzh1a9Ty0gCRKa9DJZ12nkg4%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5","unfiltered.with.et","Two weeks ago, I left my comfort zone and came to Nairobi to chase a job. I had hope. I applied everywhere, walked everywhere, but nothing worked. My sister hosted me with so much love, but now, I have no job… and no more strength to keep trying here. I'm going back to the village — maybe that's where healing begins. 💔
#LifeAfterCampus #UnemployedGraduate #PostGradStruggles#LifeAfterCampus #KenyaTikTok #JobHuntingStruggles  
#NairobiLife #AfterGraduation #VillageLife  
#RealLifeStruggles #PostGradKenya #campustoreality #postgraduate 
#brokendreams ","3101","33","55000","617","46","Overcome","Skott","false","2025-08-04T06:42:02.000Z","https://www.tiktok.com/@unfiltered.with.et/video/7534616943282720056"
"https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/dd1a85557a605418c899ac3fd24cb57c~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=94778a3e&x-expires=1757750400&x-signature=0hHo34MHj%2BBlTRjqMLGb18Nsnsc%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5","raymondkahuma","Giving a random stranger in Kenya 🇰🇪 the best day of their life Part 2. 
#fyp #kenyantiktok🇰🇪 #kenya #whattowatch #hmdpulse ","367500","6544","4500000","12300","376","original sound","raymondkahuma","true","2024-06-02T07:40:01.000Z","https://www.tiktok.com/@raymondkahuma/video/7375807449267309830"
"https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/380e1af8d5e9a88fdc9fa299d99c6469~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=378e371f&x-expires=1757750400&x-signature=QsuOunu7jNr3cOUSNJO66b28KCk%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5","softtouchmassageke","#softtouchmassage254 #softtouchmassage #roysambu #massage #massagetherapy ","1262","76","290300","111","24","original sound","Ⓗⓞⓜⓔ ⓞⓕ Ⓡⓗⓤⓜⓑⓐ & Ⓛⓘⓝⓖⓐⓛⓐ","true","2023-10-25T09:27:49.000Z","https://www.tiktok.com/@softtouchmassageke/video/7293825354068692230"
"https://p19-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/50a0f009589a81c20908d999a2267c30~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=f42b47de&x-expires=1757750400&x-signature=e%2Bmub2883e63cUn9sPvEVbqmmME%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5","stevo_thegreat","Sasa tuseme Ruto must go ama tuseme nini wakenya?🤣🤣 #kenya #kenyatiktok #nairobitiktokers #nairobi #fyppppppppppppppppppppppp #fyp #funny #fypシ゚ #viral #nairobikenya #cbd #trending #trendingvideo ","48900","9698","910900","2152","31","original sound","🇰🇪WAMASTINGO 🇰🇪","true","2025-06-28T14:06:16.000Z","https://www.tiktok.com/@stevo_thegreat/video/7521001283600370950"
"https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/9b44b2c4646f067e4d55a08c52c8bd83~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=3b2885d3&x-expires=1757750400&x-signature=23%2BTtUlpuEvtESYCzTIqk0ndtMU%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5","jaquelinewanjiru","I went to Nairobi street food festival and this is just a snippet of everything 😍😍 I had such a great time, and I went solo😉😊
Also, Tupatane 8th edition*** not 7th
 #nairobitiktokers #nairobi #fypnairobi #fypkenya ","598","20","5763","8","45","Options","Nigy Boy","false","2025-09-07T05:58:14.000Z","https://www.tiktok.com/@jaquelinewanjiru/video/7547222540674977080"
"https://p16-sign.tiktokcdn-us.com/tos-useast5-avt-0068-tx/8fa85b03710d51160712e30f0894fb44~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=84ce965f&x-expires=1757750400&x-signature=ZLZWJ2%2F2ObNY3IiEg0JXzhAX%2F2Q%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5","courtfromtheport","Im an American living in Kenya of corse.. #americanlivinginkenya #massachusetts #kenyantiktok🇰🇪 #ilovekenya #ofcourse #travel #kenyakenyatitokers #nairobitiktokers #kenyakenyatiktok #kenya #nairobi #boston #bostontiktok ","14500","35","101200","436","63","original sound","courtfromtheport","true","2024-01-22T11:10:13.000Z","https://www.tiktok.com/@courtfromtheport/video/7326877883262094622"
"https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/0fcddeee79bd8217ca57be8cf4c38f2d~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=678ff421&x-expires=1757750400&x-signature=ytEjnZTAwOixp2buyUFHUpRwRNU%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5","mrkairotruecrime","NAIROBI MAN SUFFERS IN THE 
HANDS OF A CH£AT!NG WIFE 
CONTRACTS G0NN0RH£A
#kenyantiktok #nairobi #kenyantiktok🇰🇪 #nairobigossip 
#levelupafrica ","10300","511","292200","538","541","Sci-Fi Horror, Quiet and Disturbing Ambient：L(1244633)","cowaii - Fear music encyclopedia","false","2025-09-07T12:26:30.000Z","https://www.tiktok.com/@mrkairotruecrime/video/7547322626151091461"
"https://p16-common-sign-sg.tiktokcdn-us.com/tos-alisg-avt-0068/b37da0c5ff17b21bfd10da73138c4100~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=4940eb36&x-expires=1757750400&x-signature=XRgIPqrQZsUk2tKszzK7O8XUvgY%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5","maslaxtaajir12","#somalitiktok #somalia #isliinairobi #nairobitiktokers #nairobi #harqaan #tailor #welcome #bbsmall ","99","12","4370","3","33","original sound","maslax taajir","true","2024-01-12T19:08:34.000Z","https://www.tiktok.com/@maslaxtaajir12/video/7323290798857112837"
"https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/354767bb0483254cc90a0da00f2980c4~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=957eb088&x-expires=1757750400&x-signature=N5zk9zoTvQVawEzWtfZ6HVo1jUU%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5","showmaxkenya","One of Kenya's most talked-about celebs, Vera's ready to keep the conversation going on The Real Housewives of Nairobi 🔥 #RHONairobi starts 23 Feb.","2002","52","89200","72","22","original sound","ShowmaxKenya","true","2023-02-13T11:00:00.000Z","https://www.tiktok.com/@showmaxkenya/video/7199588391317409030"
"https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/e2ace98c6fcb432a0da9423b75a638ee~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=26cf7609&x-expires=1757750400&x-signature=aPN2kcJZ60gOViUAUZp9VL2Rm0Y%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5","sonalmaherali","Here we go! GENERALI IS HERE 💥💥💥

The Real Housewives of Nairobi!!! Only on @ShowmaxKenya starting 23rd February 🍾

#RHONairobi ","120","23","3709","8","21","original sound","Sonal Maherali 🇰🇪","true","2023-02-15T11:14:47.000Z","https://www.tiktok.com/@sonalmaherali/video/7200339510780054790"
"https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/e2ace98c6fcb432a0da9423b75a638ee~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=26cf7609&x-expires=1757750400&x-signature=aPN2kcJZ60gOViUAUZp9VL2Rm0Y%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5","sonalmaherali","Generali is here 🦁🦁🦁 #RHONairobi ","6658","28","146200","37","31","original sound","De Billionaire","true","2023-04-14T18:14:02.000Z","https://www.tiktok.com/@sonalmaherali/video/7221970498349976837"
"https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/16ffca620c98485d014add2a9801a021~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=19a3dd23&x-expires=1757750400&x-signature=25bM6edEv7Yvrsw9HsFIEFNm528%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5","hear.for.it","Minne and Charles are living a fake life?

https://youtu.be/figXp5dNYIA?si=OaKBzk_pqsZ9W2Zo

#fyp #trending #rhonairobi #verasidika #kenya #southafrica #showmax ","66","7","11600","0","32","OHEMA (with Crayon & Bella Shmurda)","Victony & Crayon & Bella Shmurda","false","2024-08-22T05:20:29.000Z","https://www.tiktok.com/@hear.for.it/video/7405829375368727814"
"https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/e552e66e87971974458e445533a5dd8d~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=3b9f574f&x-expires=1757750400&x-signature=%2F5y2uLGNfyFsIUMfpsqfrqMD%2Bfs%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5","antoneosoul","What do you think about Michelle Ntalami’s performance on #rhonairobi ? 
#greenscreen #fyp #tiktokkenya #fypシ #viral #realitytv ","6105","63","131700","336","59","original sound","antoneosoul","true","2023-02-24T14:44:45.000Z","https://www.tiktok.com/@antoneosoul/video/7203733386765028613"
"https://p16-common-sign-va.tiktokcdn-us.com/tos-maliva-avt-0068/a5ef0852e7b715c721aa5cd68c251000~tplv-tiktokx-cropcenter:720:720.jpeg?dr=9640&refresh_token=477f5123&x-expires=1757750400&x-signature=5MyFwQ8gMWKZJiTA2ieD7s%2FGeV0%3D&t=4d5b0474&ps=13740610&shp=a5d48078&shcp=81f88b70&idc=useast5","dnrstudioske","Meet our multi-talented lady boss! @susankaittany She’s a fierce lawyer and a savvy travel agent who’s ready to take on anything the world throws her way 🌍💼👩‍⚖️

#RHONairobi only available in @showmaxkenya from 23rd Feb

 #LawyerLife #TravelAgent #BossLady #RealityShow","1","0","439","0","16","original sound","Documentary & Reality TV","true","2023-02-20T15:23:00.000Z","https://www.tiktok.com/@dnrstudioske/video/7202258890489089286"
